,0,1
826,straight,99
827,ypg,99
828,town,98
829,oldest,98
830,massage,98
831,intervention,98
832,eat,98
833,blamed,98
834,farther,98
835,fact,97
836,eyewitness,97
837,witness,97
838,danny,97
839,supply,97
840,safe,97
841,tb,96
842,slain,96
843,extremist,96
844,absence,96
845,men,95
846,insurgent,95
847,brickandmortar,95
848,rudd,95
849,mac,95
850,panel,95
851,contains,95
852,military,95
853,someone,95
854,intercepted,94
855,device,94
856,quits,94
857,cook,94
858,wine,93
859,looking,93
860,feb,93
861,age,93
862,lawmaker,93
863,website,93
864,way,93
865,1970s,92
866,become,92
867,freed,92
868,superpower,92
869,microsofts,91
870,eleven,91
871,final,91
872,volley,91
873,record,91
874,fat,91
875,charge,91
876,constipated,91
877,bosnia,91
878,adsupported,90
879,pooped,90
880,kayla,90
881,mueller,90
882,intelligence,90
883,agent,90
884,explosion,90
885,mom,90
886,eye,90
887,guide,90
888,pizza,90
889,shane,90
890,revealed,89
891,fan,89
892,tripoli,89
893,nypd,89
894,bullet,89
895,united,89
896,pull,89
897,categorically,89
898,according,89
899,friend,88
900,saying,88
901,updated,88
902,gender,88
903,confirm,88
904,bombing,88
905,ordered,88
906,launching,87
907,silicon,87
908,valley,87
909,forced,87
910,turkish,87
911,authenticated,87
912,college,86
913,snowman,86
914,woz,86
915,13,86
916,linked,86
917,event,86
918,father,86
919,per,86
920,due,86
921,quarter,85
922,pounder,85
923,somalia,85
924,celebrity,85
925,rebel,85
926,announces,85
927,bosnian,85
928,criminal,85
929,physical,85
930,prize,85
931,forget,85
932,audiotape,85
933,shootingmilitarization,85
934,national,84
935,image,84
936,rebuff,84
937,spent,84
938,cartoon,84
939,attorney,84
940,mourn,84
941,tom,83
942,brokaw,83
943,backfromthedead,83
944,detail,83
945,reallife,83
946,containing,83
947,signed,83
948,certificate,83
949,unflinching,83
950,debunks,83
951,turkey,82
952,attacker,82
953,airliner,82
954,apprehended,82
955,pure,82
956,trading,81
957,tear,81
958,fight,81
959,showerproof,81
960,control,81
961,reunion,81
962,senior,81
963,struck,81
964,talking,81
965,investigation,81
966,pass,80
967,causing,80
968,instead,80
969,guantanamo,80
970,isis,80
971,sneeze,80
972,3,80
973,scanner,80
974,protest,80
975,total,79
976,turned,79
977,would,79
978,blur,79
979,setting,79
980,raised,79
981,feared,79
982,911style,79
983,showed,78
984,train,78
985,elderly,78
986,41,78
987,paid,78
988,seize,78
989,fade,77
990,hospitalized,77
991,debut,77
992,circling,77
993,gave,77
994,nicknamed,77
995,wolf,77
996,israel,76
997,lived,76
998,receives,76
999,alshabab,76
1000,fox,76
1001,apparent,76
1002,20yearold,76
1003,accused,75
1004,cheating,75
1005,shopper,75
1006,conscience,75
1007,titled,75
1008,duty,75
1009,large,75
1010,february,75
1011,redwood,75
1012,exposed,75
1013,summer,75
1014,zero,75
1015,mi5,75
1016,pot,75
1017,false,75
1018,weather,74
1019,londoner,74
1020,reach,74
1021,administration,74
1022,took,74
1023,continuing,74
1024,40,73
1025,important,73
1026,attempted,73
1027,send,73
1028,headquarters,73
1029,freak,73
1030,poop,73
1031,mean,73
1032,goldfish,73
1033,university,73
1034,belonging,73
1035,aircraft,73
1036,sign,73
1037,cesar,73
1038,tim,73
1039,thinner,72
1040,cite,72
1041,giant,72
1042,ate,72
1043,ceiling,72
1044,keyboard,72
1045,longer,72
1046,urgent,72
1047,agrees,72
1048,today,72
1049,suspension,72
1050,amazing,72
1051,main,72
1052,reservation,72
1053,considered,72
1054,add,71
1055,cease,71
1056,action,71
1057,stopped,71
1058,verifies,71
1059,timing,71
1060,officer,71
1061,sharing,71
1062,boyle,71
1063,ahmed,71
1064,abdi,71
1065,godane,71
1066,aborted,71
1067,overweight,71
1068,fisherman,70
1069,decrease,70
1070,lost,70
1071,kurd,70
1072,cat,70
1073,version,70
1074,area,70
1075,2012,70
1076,thats,70
1077,front,70
1078,line,70
1079,senator,70
1080,bid,70
1081,ahead,70
1082,40foot,70
1083,stone,69
1084,miraculously,69
1085,revived,69
1086,revelation,69
1087,broadcast,69
1088,14,69
1089,reached,69
1090,hair,69
1091,closer,69
1092,pictured,69
1093,sick,69
1094,spiderman,69
1095,squished,69
1096,debunk,69
1097,manhood,69
1098,seen,69
1099,organisation,69
1100,lethal,69
1101,1,69
1102,accidental,69
1103,pain,69
1104,hack,69
1105,nearly,69
1106,undergoes,69
1107,contest,68
1108,india,68
1109,relying,68
1110,pumpkinspice,68
1111,kidnap,68
1112,riot,68
1113,treated,68
1114,pant,68
1115,suffering,68
1116,horror,68
1117,needed,67
1118,kenya,67
1119,raid,67
1120,genitals,67
1121,surprised,67
1122,incredible,67
1123,flood,66
1124,microsoft,66
1125,seeing,66
1126,probe,66
1127,feminist,66
1128,developer,66
1129,deny,66
1130,dollar,66
1131,tissue,66
1132,handy,66
1133,brother,66
1134,graffiti,66
1135,taken,66
1136,usmexican,66
1137,magneto,66
1138,personally,66
1139,price,66
1140,9,66
1141,insists,66
1142,previously,66
1143,conde,66
1144,scientist,65
1145,dera,65
1146,trail,65
1147,called,65
1148,blurred,65
1149,catching,65
1150,l,65
1151,jinny,65
1152,deeper,65
1153,he,65
1154,chilling,65
1155,slam,65
1156,flown,65
1157,amid,65
1158,mask,65
1159,arm,65
1160,samsung,64
1161,dump,64
1162,unmasked,64
1163,theory,64
1164,jims,64
1165,diane,64
1166,2,64
1167,need,64
1168,sadly,64
1169,confusing,64
1170,recently,64
1171,departed,64
1172,odinga,64
1173,redesigned,64
1174,medical,64
1175,sam,63
1176,planetary,63
1177,alignment,63
1178,jan,63
1179,fund,63
1180,puzzle,63
1181,saved,63
1182,helmet,63
1183,300k,63
1184,inside,63
1185,doubtful,63
1186,fell,63
1187,youve,63
1188,eaten,63
1189,frisco,63
1190,499,63
1191,intersex,63
1192,pit,63
1193,hell,63
1194,limit,63
1195,marathon,62
1196,prison,62
1197,bring,62
1198,definitely,62
1199,gravity,62
1200,britain,62
1201,follower,62
1202,wear,62
1203,contact,62
1204,german,62
1205,dupe,62
1206,ago,61
1207,boom,61
1208,alqaeda,61
1209,place,61
1210,steal,61
1211,early,61
1212,kc,61
1213,pricing,61
1214,pledge,61
1215,ignored,60
1216,flare,60
1217,borno,60
1218,alan,60
1219,incorrect,60
1220,seizing,60
1221,love,60
1222,english,60
1223,4000,60
1224,account,60
1225,donation,60
1226,crack,59
1227,outlet,59
1228,scare,59
1229,civilian,59
1230,creates,59
1231,16footdeep,59
1232,teenage,59
1233,spreading,59
1234,seeking,59
1235,cure,59
1236,happy,59
1237,depravity,59
1238,seemingly,59
1239,bailed,58
1240,land,58
1241,tonight,58
1242,asks,58
1243,camera,58
1244,ever,58
1245,veyron,58
1246,castrated,58
1247,swap,58
1248,sale,58
1249,reserve,58
1250,baseball,58
1251,leave,58
1252,elaborate,58
1253,alshabaab,58
1254,whisperer,58
1255,teacher,58
1256,lady,58
1257,bomber,57
1258,severely,57
1259,agree,57
1260,australian,57
1261,lighter,57
1262,policy,57
1263,28,57
1264,oscar,57
1265,winner,57
1266,16,57
1267,search,57
1268,statement,57
1269,meal,57
1270,hotel,57
1271,1795,57
1272,josh,57
1273,paler,57
1274,lin,57
1275,emotional,57
1276,greeted,57
1277,rousing,57
1278,standing,57
1279,ovation,57
1280,heroically,57
1281,30,57
1282,sophies,56
1283,choice,56
1284,fate,56
1285,cobra,56
1286,trouser,56
1287,glenn,56
1288,beck,56
1289,done,56
1290,iconic,56
1291,quarantined,56
1292,follows,56
1293,metal,56
1294,kimyes,56
1295,fault,56
1296,wintours,56
1297,disgusting,56
1298,droppings,56
1299,partial,55
1300,neighbor,55
1301,fur,55
1302,broke,55
1303,citizen,55
1304,giggling,55
1305,risk,55
1306,insisting,55
1307,abdullah,55
1308,hour,55
1309,gift,55
1310,husband,54
1311,yes,54
1312,reunite,54
1313,material,54
1314,giving,54
1315,taibbi,54
1316,picture,54
1317,monitoring,54
1318,pm,54
1319,hearing,54
1320,bunch,54
1321,refuse,54
1322,fb,54
1323,fucked,54
1324,daash,54
1325,bos,54
1326,vandal,53
1327,paint,53
1328,emerge,53
1329,felled,53
1330,jr,53
1331,fill,53
1332,pew,53
1333,stomachspider,53
1334,dam,53
1335,mission,53
1336,sound,53
1337,speed,53
1338,75,53
1339,lover,53
1340,top,53
1341,cameron,53
1342,swirl,53
1343,murky,53
1344,working,53
1345,martyr,53
1346,10yearold,53
1347,night,53
1348,17,53
1349,anticorruption,53
1350,protester,53
1351,rounded,53
1352,strip,53
1353,patrolling,52
1354,toy,52
1355,calm,52
1356,blonde,52
1357,resignation,52
1358,bigfoot,52
1359,terrorise,52
1360,prove,52
1361,exwife,52
1362,away,52
1363,safari,52
1364,africa,52
1365,shocker,52
1366,object,52
1367,dozen,52
1368,purdon,52
1369,arresting,52
1370,hunted,52
1371,waterproofing,52
1372,punk,52
1373,cbs,51
1374,dallas,51
1375,espns,51
1376,politician,51
1377,shouldnt,51
1378,flame,51
1379,kidnapping,51
1380,condemns,51
1381,emerges,51
1382,create,51
1383,cant,51
1384,appreciate,51
1385,model,51
1386,contacted,51
1387,butcher,51
1388,minor,51
1389,millan,51
1390,prisoner,51
1391,rajasthan,51
1392,reporter,50
1393,faked,50
1394,aussie,50
1395,mall,50
1396,statebacked,50
1397,massive,50
1398,hunting,50
1399,assertion,50
1400,via,50
1401,replaced,50
1402,sensation,50
1403,bizarre,50
1404,rough,50
1405,player,49
1406,dropped,49
1407,yet,49
1408,dine,49
1409,march,49
1410,intends,49
1411,weaponized,49
1412,scotland,49
1413,cawthorne,49
1414,chugging,49
1415,eggnog,49
1416,wrong,49
1417,driver,49
1418,handed,48
1419,potentially,48
1420,damning,48
1421,complaint,48
1422,cbi,48
1423,1974,48
1424,footage,48
1425,private,48
1426,absent,48
1427,ped,48
1428,fuel,48
1429,wa,48
1430,begin,48
1431,became,48
1432,nothing,48
1433,voicemail,47
1434,civil,47
1435,servant,47
1436,72m,47
1437,passenger,47
1438,hazmat,47
1439,grows,47
1440,billion,47
1441,date,47
1442,accountant,47
1443,spread,47
1444,shabaab,47
1445,public,47
1446,filled,47
1447,ran,47
1448,confirming,47
1449,denying,47
1450,uncle,46
1451,taunt,46
1452,identifies,46
1453,cuban,46
1454,amazoncom,46
1455,manhattan,46
1456,january,46
1457,matt,46
1458,isilkulskom,46
1459,gained,46
1460,superhero,46
1461,fast,46
1462,bail,46
1463,car,46
1464,allmale,46
1465,china,46
1466,impress,46
1467,mtv,46
1468,remains,46
1469,speeding,46
1470,kevlar,46
1471,occupational,46
1472,business,46
1473,license,46
1474,0,45
1475,advisoryislamist,45
1476,announcement,45
1477,fed,45
1478,suicide,45
1479,passing,45
1480,frontman,45
1481,amount,45
1482,resident,45
1483,zehaf,45
1484,bibeau,45
1485,room,45
1486,fido,45
1487,eric,45
1488,newly,45
1489,arabia,45
1490,jordanian,45
1491,forthcoming,45
1492,disney,44
1493,castration,44
1494,filmed,44
1495,yeti,44
1496,martyred,44
1497,saddam,44
1498,hussein,44
1499,lunch,44
1500,patrol,44
1501,cancer,44
1502,selfproclaimed,44
1503,alongside,44
1504,circulates,44
1505,briton,44
1506,complain,44
1507,snyders,44
1508,lowlevel,44
1509,clint,44
1510,beginning,44
1511,injury,43
1512,exit,43
1513,severed,43
1514,parental,43
1515,rerun,43
1516,gunned,43
1517,dulles,43
1518,darren,43
1519,aide,43
1520,present,43
1521,queen,43
1522,garden,43
1523,mp,43
1524,credit,43
1525,saving,43
1526,law,43
1527,trader,43
1528,spun,43
1529,italy,43
1530,bush,43
1531,bloke,43
1532,dared,43
1533,kept,43
1534,18karat,43
1535,nextgeneration,43
1536,probable,43
1537,la,43
1538,fabricated,42
1539,cruel,42
1540,order,42
1541,housesized,42
1542,finally,42
1543,cold,42
1544,clinically,42
1545,walsham,42
1546,crawl,42
1547,several,42
1548,second,42
1549,person,42
1550,rushed,42
1551,online,42
1552,los,42
1553,angeles,42
1554,song,42
1555,tipespecially,42
1556,terrorism,42
1557,complains,42
1558,monster,42
1559,gcpd,42
1560,solved,42
1561,ann,42
1562,arbor,42
1563,radically,42
1564,pulling,42
1565,heavy,42
1566,coalition,42
1567,gaza,41
1568,felt,41
1569,rip,41
1570,chunk,41
1571,guru,41
1572,cpwd,41
1573,manipulate,41
1574,12,41
1575,topic,41
1576,nathan,41
1577,cirillo,41
1578,gitmo,41
1579,hollywood,41
1580,ebolalike,41
1581,intense,41
1582,dragging,41
1583,joy,41
1584,pretty,41
1585,spin,41
1586,response,41
1587,taylor,40
1588,lianne,40
1589,chandler,40
1590,dying,40
1591,game,40
1592,reduce,40
1593,wtc,40
1594,surround,40
1595,walking,40
1596,disappear,40
1597,texasmexico,40
1598,attributed,40
1599,vii,40
1600,old,40
1601,heartwarming,40
1602,point,40
1603,ballooning,40
1604,numerous,40
1605,walkabout,40
1606,pr,40
1607,weird,40
1608,totally,40
1609,obese,40
1610,possibly,40
1611,slapper,40
1612,holy,40
1613,theft,40
1614,nast,40
1615,centre,40
1616,carpet,40
1617,rodent,40
1618,full,40
1619,here,40
1620,transferred,40
1621,15month,39
1622,enough,39
1623,meeting,39
1624,ny,39
1625,wearing,39
1626,bendgate,39
1627,detains,39
1628,mode,39
1629,youll,39
1630,peace,39
1631,insane,39
1632,winter,39
1633,bogus,39
1634,sharia,39
1635,tribunal,39
1636,delivered,39
1637,dismisses,39
1638,unfounded,39
1639,space,39
1640,asteroid,39
1641,famous,39
1642,heart,39
1643,mark,39
1644,vacationer,39
1645,sneezing,39
1646,warplane,39
1647,trick,39
1648,list,39
1649,rightwing,39
1650,fiction,39
1651,cloistered,39
1652,judicial,38
1653,farrell,38
1654,cuba,38
1655,fun,38
1656,aided,38
1657,antiaircraft,38
1658,exec,38
1659,popped,38
1660,run,38
1661,motorcade,38
1662,founder,38
1663,wild,38
1664,misinformation,38
1665,explains,38
1666,dig,38
1667,swarming,38
1668,warns,38
1669,32yearold,38
1670,check,38
1671,willie,38
1672,lied,38
1673,trigger,37
1674,move,37
1675,addiction,37
1676,moscow,37
1677,felon,37
1678,suit,37
1679,duped,37
1680,swedish,37
1681,villa,37
1682,anyone,37
1683,completely,37
1684,poor,37
1685,havent,37
1686,crossed,37
1687,snake,37
1688,conflicting,37
1689,anniversary,37
1690,overrun,37
1691,furious,37
1692,chewing,37
1693,article,37
1694,71,37
1695,earth,36
1696,experience,36
1697,instagram,36
1698,kardashians,36
1699,weed,36
1700,removing,36
1701,pie,36
1702,eliminating,36
1703,size,36
1704,self,36
1705,comfort,36
1706,sparking,36
1707,underwent,36
1708,repair,36
1709,marvel,36
1710,cool,36
1711,utah,36
1712,supporter,36
1713,refute,35
1714,aaron,35
1715,sorkin,35
1716,guess,35
1717,100watch,35
1718,touching,35
1719,analyst,35
1720,nation,35
1721,jilted,35
1722,italian,35
1723,pissed,35
1724,infested,35
1725,animal,35
1726,unfortunately,35
1727,luxury,35
1728,tor,35
1729,revere,35
1730,hailed,35
1731,film,35
1732,eyecatching,35
1733,sighting,35
1734,without,35
1735,trademark,35
1736,sunglass,35
1737,ratinfested,35
1738,biological,34
1739,warfare,34
1740,horizon,34
1741,chill,34
1742,rampage,34
1743,quebec,34
1744,prosecutor,34
1745,1st,34
1746,illness,34
1747,newspaper,34
1748,tweet,34
1749,hidden,34
1750,ended,34
1751,think,34
1752,porn,34
1753,oped,34
1754,existed,34
1755,saw,34
1756,bundle,34
1757,ending,34
1758,pour,34
1759,trained,34
1760,assumes,34
1761,250000,33
1762,publish,33
1763,homophobe,33
1764,monitor,33
1765,smartwatch,33
1766,understand,33
1767,pitbull,33
1768,polar,33
1769,bear,33
1770,threatened,33
1771,socialmedia,33
1772,avoiding,33
1773,variant,33
1774,replaces,33
1775,contingency,33
1776,developed,33
