,0,1
481,smith,170
482,axl,170
483,rose,170
484,role,169
485,three,169
486,identify,169
487,york,169
488,cleaver,169
489,5,168
490,shes,168
491,massacre,168
492,aid,167
493,stock,167
494,photo,167
495,right,166
496,drone,166
497,customers,166
498,charlie,165
499,weatherman,165
500,born,164
501,syrian,164
502,dawn,164
503,justice,164
504,real,163
505,bug,163
506,lego,163
507,ankles,163
508,youtube,163
509,libya,163
510,gunshots,162
511,flying,162
512,britishborn,162
513,post,161
514,cross,161
515,force,161
516,usmexico,161
517,bird,161
518,fencejumper,161
519,meet,160
520,life,159
521,seized,159
522,years,158
523,purported,158
524,cost,158
525,doubt,158
526,jets,158
527,spotted,158
528,fear,158
529,day,158
530,rare,157
531,probing,157
532,43,156
533,domestic,156
534,indian,156
535,finds,156
536,bombs,156
537,southern,156
538,behind,155
539,michelle,155
540,swapped,155
541,tried,154
542,warning,154
543,company,153
544,murdered,152
545,tour,152
546,aged,152
547,400,152
548,mike,152
549,seidel,152
550,judd,152
551,horrific,151
552,paradise,151
553,thought,151
554,burger,150
555,burrowing,150
556,discovered,150
557,king,150
558,graphic,150
559,n,149
560,throws,149
561,ripped,149
562,execution,148
563,capture,148
564,good,148
565,streaming,147
566,darkness,147
567,turns,147
568,paul,147
569,led,147
570,running,147
571,scorpion,146
572,holiday,145
573,rapist,145
574,held,145
575,confusion,145
576,six,145
577,thomas,144
578,vladimir,144
579,shooter,143
580,heaven,143
581,including,143
582,snyder,143
583,plans,143
584,bowe,143
585,kansas,143
586,make,142
587,site,142
588,awakens,142
589,25,142
590,tells,142
591,caused,141
592,possible,141
593,dont,141
594,skipped,141
595,spending,141
596,whether,140
597,possession,140
598,crossing,140
599,social,139
600,ferguson,139
601,broken,138
602,dinner,138
603,canseco,138
604,ten,138
605,employee,138
606,accidentally,137
607,4,137
608,fighting,137
609,sweep,137
610,hebdo,136
611,met,136
612,wont,136
613,agreed,136
614,battery,136
615,dogs,136
616,rep,135
617,serving,134
618,hands,133
619,survives,133
620,guy,133
621,youngest,133
622,ticket,132
623,cleric,132
624,kevin,132
625,vickers,132
626,hunter,132
627,hbo,131
628,test,131
629,red,131
630,releases,131
631,facebook,131
632,help,131
633,vows,131
634,soldiers,130
635,200,130
636,killing,130
637,urinating,130
638,investigates,129
639,sonys,129
640,male,129
641,identity,128
642,island,128
643,mysterious,128
644,lynch,128
645,yo,128
646,read,128
647,problem,127
648,shocks,127
649,opening,127
650,ill,126
651,chemical,126
652,priced,126
653,denounces,126
654,apples,126
655,using,125
656,cast,125
657,planning,125
658,delivery,125
659,naked,125
660,platinum,125
661,kid,124
662,francis,124
663,buckingham,124
664,actually,124
665,key,124
666,snow,123
667,vs,123
668,sun,123
669,capsule,123
670,hill,123
671,fires,123
672,building,123
673,likely,122
674,commercial,122
675,fly,122
676,america,121
677,catfish,121
678,outraged,121
679,obamas,121
680,russian,121
681,remembered,121
682,brave,121
683,tireless,121
684,messaging,121
685,jose,121
686,biopic,121
687,rumored,121
688,19,120
689,kill,120
690,daughter,120
691,meteorologist,120
692,posts,120
693,might,120
694,israeli,120
695,symptoms,120
696,selling,119
697,next,119
698,save,119
699,latest,118
700,eating,118
701,doesnt,118
702,schoolboy,118
703,thanks,117
704,posted,117
705,fatwa,117
706,magic,117
707,nigerias,117
708,dna,117
709,bunbury,116
710,part,116
711,months,116
712,fire,115
713,breaks,115
714,mystery,115
715,mum,115
716,rise,115
717,100000,115
718,taking,115
719,congressmans,115
720,uses,115
721,20,114
722,seinfeld,114
723,somali,114
724,twin,114
725,5000,114
726,body,114
727,customer,114
728,tourists,113
729,crawled,113
730,vegas,113
731,nightly,113
732,airstrikes,113
733,even,112
734,sorry,112
735,heard,112
736,artist,112
737,americans,112
738,virus,112
739,surprise,112
740,wasnt,111
741,western,111
742,peeing,111
743,deadly,111
744,israelicanadian,111
745,soon,110
746,year,110
747,far,110
748,feed,110
749,dylan,110
750,entering,110
751,investigating,110
752,questions,109
753,late,109
754,tries,109
755,detainee,109
756,al,109
757,hundreds,108
758,injured,108
759,net,108
760,secretly,108
761,majed,108
762,living,108
763,much,108
764,threatens,108
765,appear,108
766,walk,107
767,worlds,107
768,extra,107
769,powerful,107
770,jihadist,107
771,scottish,107
772,rumours,107
773,fiveday,106
774,headshot,106
775,phone,106
776,boyfriend,106
777,bad,106
778,pays,106
779,retina,106
780,7,106
781,lives,106
782,stay,106
783,told,106
784,outbreak,106
785,boston,105
786,espn,105
787,ceo,105
788,apps,105
789,cheese,105
790,expert,105
791,colorado,105
792,abducting,105
793,baghdadi,105
794,rapists,105
795,infected,104
796,gas,104
797,suspended,104
798,shocking,104
799,strange,104
800,street,104
801,december,103
802,known,103
803,lead,103
804,delete,103
805,president,103
806,2014,103
807,jordan,103
808,almost,102
809,fbi,102
810,name,102
811,home,102
812,california,102
813,cub,102
814,homeland,102
815,idea,102
816,bugatti,101
817,discovers,101
818,jeh,101
819,johnson,101
820,idf,101
821,spark,101
822,15,100
823,800,100
824,movie,100
825,daughters,100
826,crisis,100
827,meteor,100
828,weapon,100
829,spend,100
830,26,100
831,web,100
832,blast,100
833,2000,100
834,mortgage,100
835,features,100
836,tribute,99
837,sacked,99
838,jj,99
839,abrams,99
840,jess,99
841,railway,99
842,ripping,99
843,straight,99
844,ypg,99
845,oldest,98
846,massage,98
847,intervention,98
848,members,98
849,eat,98
850,looks,98
851,blamed,98
852,drops,98
853,farther,98
854,eyewitness,97
855,member,97
856,danny,97
857,supplies,97
858,safe,97
859,slain,96
860,cuts,96
861,extremists,96
862,shoots,96
863,absence,96
864,men,95
865,insurgents,95
866,brickandmortar,95
867,rudd,95
868,tourist,95
869,mac,95
870,panel,95
871,know,95
872,pay,95
873,contains,95
874,military,95
875,intercepted,94
876,device,94
877,quits,94
878,zeppelin,94
879,cook,94
880,look,94
881,hero,93
882,wine,93
883,looking,93
884,feb,93
885,age,93
886,lawmaker,93
887,way,93
888,last,92
889,1970s,92
890,become,92
891,freed,92
892,putin,92
893,microsofts,91
894,eleven,91
895,final,91
896,volley,91
897,record,91
898,managua,91
899,fat,91
900,constipated,91
901,sources,91
902,hits,91
903,bosnia,91
904,adsupported,90
905,pooped,90
906,kayla,90
907,mueller,90
908,intelligence,90
909,agent,90
910,explosion,90
911,mom,90
912,guide,90
913,pizza,90
914,shane,90
915,revealed,89
916,tripoli,89
917,nypd,89
918,tell,89
919,face,89
920,thing,89
921,united,89
922,categorically,89
923,according,89
924,saying,88
925,updated,88
926,congressmen,88
927,gender,88
928,offers,88
929,confirm,88
930,bin,88
931,bombing,88
932,ordered,88
933,launching,87
934,owner,87
935,silicon,87
936,valley,87
937,pets,87
938,forced,87
939,turkish,87
940,authenticated,87
941,college,86
942,snowmen,86
943,woz,86
944,13,86
945,linked,86
946,event,86
947,give,86
948,father,86
949,per,86
950,due,86
951,quarter,85
952,pounder,85
953,somalia,85
954,announces,85
955,bosnian,85
956,criminal,85
957,physical,85
958,ends,85
959,prize,85
960,forget,85
961,audiotape,85
962,shootingmilitarization,85
963,congressman,84
964,national,84
965,rebuffs,84
966,power,84
967,spent,84
968,cartoon,84
969,attorney,84
970,mourn,84
971,tom,83
972,brokaw,83
973,backfromthedead,83
974,details,83
975,reallife,83
976,containing,83
977,signed,83
978,certificate,83
979,unflinching,83
980,guns,83
981,roses,83
982,debunks,83
983,attacker,82
984,apprehended,82
985,pure,82
986,start,82
987,trading,81
988,tears,81
989,mushrooms,81
990,showerproof,81
991,control,81
992,reunion,81
993,senior,81
994,struck,81
995,talking,81
996,tbs,81
997,gods,81
998,investigation,81
999,passes,80
1000,robot,80
1001,causing,80
1002,instead,80
1003,guantanamo,80
1004,isiss,80
1005,pulls,80
1006,sneeze,80
1007,3,80
1008,scanner,80
1009,protest,80
1010,total,79
1011,turned,79
1012,would,79
1013,teens,79
1014,buy,79
1015,friends,79
1016,raised,79
1017,feared,79
1018,911style,79
1019,town,78
1020,showed,78
1021,train,78
1022,elderly,78
1023,condom,78
1024,witness,78
1025,41,78
1026,hold,78
1027,paid,78
1028,seize,78
1029,hope,77
1030,fades,77
1031,issues,77
1032,hospitalized,77
1033,debut,77
1034,drive,77
1035,circling,77
1036,gave,77
1037,nicknamed,77
1038,wolf,77
1039,israel,76
1040,lived,76
1041,receives,76
1042,tests,76
1043,alshabab,76
1044,causes,76
1045,fox,76
1046,apparent,76
1047,20yearold,76
1048,accused,75
1049,hopes,75
1050,cheating,75
1051,shoppers,75
1052,conscience,75
1053,titled,75
1054,large,75
1055,february,75
1056,redwood,75
1057,exposed,75
1058,summer,75
1059,mi5,75
1060,pot,75
1061,false,75
1062,superpowers,75
1063,job,74
1064,weather,74
1065,londoner,74
1066,reach,74
1067,administration,74
1068,took,74
1069,continuing,74
1070,puts,74
1071,40,73
1072,important,73
1073,attempted,73
1074,send,73
1075,charge,73
1076,headquarters,73
1077,poop,73
1078,mean,73
1079,university,73
1080,belongings,73
1081,aircraft,73
1082,put,73
1083,sign,73
1084,cesar,73
1085,tim,73
1086,thinner,72
1087,cites,72
1088,giant,72
1089,ate,72
1090,ceilings,72
1091,keyboards,72
1092,longer,72
1093,urgent,72
1094,agrees,72
1095,today,72
1096,steps,72
1097,suspension,72
1098,amazing,72
1099,castros,72
1100,main,72
1101,reservations,72
1102,considered,72
1103,add,71
1104,cease,71
1105,action,71
1106,stopped,71
1107,verifies,71
1108,timing,71
1109,officer,71
1110,sharing,71
1111,boyles,71
1112,ahmed,71
1113,abdi,71
1114,godane,71
1115,aborted,71
1116,overweight,71
1117,decrease,70
1118,lost,70
1119,issue,70
1120,kurds,70
1121,cats,70
1122,version,70
1123,bans,70
1124,2012,70
1125,thats,70
1126,front,70
1127,senator,70
1128,bid,70
1129,ahead,70
1130,40foot,70
1131,managuas,70
1132,stone,69
1133,miraculously,69
1134,revived,69
1135,revelations,69
1136,14,69
1137,reached,69
1138,hair,69
1139,closer,69
1140,pictured,69
1141,sick,69
1142,spiderman,69
1143,squished,69
1144,debunk,69
1145,manhood,69
1146,seen,69
1147,organisation,69
1148,lethal,69
1149,1,69
1150,accidental,69
1151,pains,69
1152,nearly,69
1153,undergoes,69
1154,guards,68
1155,contest,68
1156,india,68
1157,relying,68
1158,canadas,68
1159,pumpkinspice,68
1160,kidnap,68
1161,riots,68
1162,fight,68
1163,treated,68
1164,pants,68
1165,catches,68
1166,suffering,68
1167,horror,68
1168,opens,67
1169,facts,67
1170,needed,67
1171,raids,67
1172,photos,67
1173,threats,67
1174,genitals,67
1175,surprised,67
1176,incredible,67
1177,microsoft,66
1178,seeing,66
1179,feminist,66
1180,deny,66
1181,hundred,66
1182,dollars,66
1183,tissue,66
1184,handy,66
1185,brother,66
1186,graffiti,66
1187,taken,66
1188,usmexican,66
1189,magneto,66
1190,personally,66
1191,9,66
1192,insists,66
1193,previously,66
1194,source,66
1195,conde,66
1196,castrate,65
1197,scientists,65
1198,dera,65
1199,trail,65
1200,called,65
1201,blurred,65
1202,chop,65
1203,catching,65
1204,l,65
1205,jinny,65
1206,deeper,65
1207,hes,65
1208,chilling,65
1209,plumber,65
1210,slams,65
1211,flown,65
1212,amid,65
1213,arms,65
1214,samsung,64
1215,dumps,64
1216,unmasked,64
1217,fans,64
1218,freak,64
1219,theory,64
1220,jims,64
1221,diane,64
1222,2,64
1223,sadly,64
1224,confusing,64
1225,recently,64
1226,departed,64
1227,odinga,64
1228,redesigned,64
1229,medical,64
1230,sam,63
1231,planetary,63
1232,alignment,63
1233,jan,63
1234,fund,63
1235,puzzles,63
1236,saved,63
1237,helmet,63
1238,300k,63
1239,inside,63
1240,local,63
1241,nigerians,63
1242,doubtful,63
1243,fell,63
1244,youve,63
1245,eaten,63
1246,frisco,63
1247,499,63
1248,intersex,63
1249,pits,63
1250,hell,63
1251,limit,63
1252,marathon,62
1253,prison,62
1254,bring,62
1255,definitely,62
1256,gravity,62
1257,britain,62
1258,followers,62
1259,developer,62
1260,names,62
1261,contact,62
1262,german,62
1263,ago,61
1264,boom,61
1265,blur,61
1266,alqaeda,61
1267,place,61
1268,steal,61
1269,early,61
1270,kc,61
1271,pricing,61
1272,ignored,60
1273,flares,60
1274,borno,60
1275,alan,60
1276,come,60
1277,incorrect,60
1278,seizing,60
1279,gun,60
1280,love,60
1281,english,60
1282,4000,60
1283,account,60
1284,comes,60
1285,cracks,59
1286,outlets,59
1287,scare,59
1288,areas,59
1289,creates,59
1290,16footdeep,59
1291,teenage,59
1292,girl,59
1293,spreading,59
1294,seeking,59
1295,cure,59
1296,happy,59
1297,depravity,59
1298,seemingly,59
1299,floods,58
1300,bailed,58
1301,asks,58
1302,americas,58
1303,watchs,58
1304,camera,58
1305,ever,58
1306,veyron,58
1307,want,58
1308,airs,58
1309,castrated,58
1310,swap,58
1311,feature,58
1312,reserve,58
1313,baseball,58
1314,leave,58
1315,states,58
1316,goldfish,58
1317,canada,58
1318,need,58
1319,elaborate,58
1320,alshabaab,58
1321,whisperer,58
1322,teacher,58
1323,lady,58
1324,bomber,57
1325,severely,57
1326,talk,57
1327,agree,57
1328,australian,57
1329,lighter,57
1330,policy,57
1331,step,57
1332,28,57
1333,raises,57
1334,oscar,57
1335,winner,57
1336,16,57
1337,website,57
1338,search,57
1339,statement,57
1340,eyes,57
1341,meal,57
1342,hotel,57
1343,1795,57
1344,josh,57
1345,paler,57
1346,lin,57
1347,emotional,57
1348,greeted,57
1349,rousing,57
1350,standing,57
1351,ovation,57
1352,heroically,57
1353,30,57
1354,faces,56
1355,sophies,56
1356,choice,56
1357,fate,56
1358,cobra,56
1359,problems,56
1360,trouser,56
1361,glenn,56
1362,beck,56
1363,done,56
1364,iconic,56
1365,quarantined,56
1366,follows,56
1367,metal,56
1368,kimyes,56
1369,fault,56
1370,wintours,56
1371,disgusting,56
1372,droppings,56
1373,partial,55
1374,neighbors,55
1375,fur,55
1376,broke,55
1377,giggling,55
1378,risk,55
1379,mask,55
1380,insisting,55
1381,abdullah,55
1382,hours,55
1383,gift,55
1384,husband,54
1385,yes,54
1386,reunite,54
1387,materials,54
1388,giving,54
1389,taibbi,54
1390,line,54
1391,monitoring,54
1392,pm,54
1393,hearing,54
1394,bunch,54
1395,refuses,54
1396,falls,54
1397,fb,54
1398,fucked,54
1399,pledges,54
1400,daash,54
1401,boss,54
1402,emerge,53
1403,broadcasts,53
1404,felled,53
1405,jr,53
1406,celebrities,53
1407,fill,53
1408,pews,53
1409,sparks,53
1410,casts,53
1411,thomass,53
1412,stomachspider,53
1413,dams,53
1414,mission,53
1415,sound,53
1416,putins,53
1417,speeds,53
1418,75,53
1419,top,53
1420,cameron,53
1421,swirls,53
1422,murky,53
1423,working,53
1424,martyr,53
1425,10yearold,53
1426,night,53
1427,17,53
1428,anticorruption,53
1429,protesters,53
1430,rounded,53
1431,strips,53
1432,patrolling,52
1433,calm,52
1434,blonde,52
1435,resignation,52
1436,bigfoot,52
1437,terrorise,52
1438,prove,52
1439,exwife,52
1440,away,52
1441,zero,52
1442,safari,52
1443,africa,52
1444,shocker,52
1445,dozen,52
1446,purdon,52
1447,arresting,52
1448,hunted,52
1449,waterproofing,52
1450,someones,52
1451,punk,52
1452,cbs,51
1453,dallas,51
1454,espns,51
1455,politicians,51
1456,shouldnt,51
1457,flames,51
1458,kidnapping,51
1459,condemns,51
1460,emerges,51
1461,create,51
1462,cant,51
1463,appreciate,51
1464,plan,51
1465,models,51
1466,detainees,51
1467,contacted,51
1468,butchers,51
1469,minor,51
1470,millan,51
1471,prisoner,51
1472,rajasthan,51
1473,groups,50
1474,reporter,50
1475,faked,50
1476,aussies,50
1477,kenya,50
1478,mall,50
1479,statebacked,50
1480,massive,50
1481,hunting,50
1482,hunters,50
1483,assertion,50
1484,via,50
1485,browns,50
1486,replaced,50
1487,reps,50
1488,sensation,50
1489,bizarre,50
1490,rough,50
1491,turkey,49
1492,player,49
1493,dropped,49
1494,yet,49
1495,dine,49
1496,march,49
1497,intends,49
1498,stocks,49
1499,weaponized,49
1500,scotland,49
1501,bales,49
1502,cawthorne,49
1503,chugging,49
1504,eggnog,49
1505,drop,49
1506,wrong,49
1507,knows,49
1508,driver,49
1509,amazons,48
1510,handed,48
1511,potentially,48
1512,damning,48
1513,cbi,48
1514,1974,48
1515,footage,48
1516,private,48
1517,absent,48
1518,ped,48
1519,wa,48
1520,became,48
1521,nothing,48
1522,voicemail,47
1523,civil,47
1524,servant,47
1525,sees,47
1526,72m,47
1527,passenger,47
1528,hazmat,47
1529,grows,47
1530,billion,47
1531,date,47
1532,jordans,47
1533,accountant,47
1534,shabaab,47
1535,public,47
1536,filled,47
1537,ran,47
1538,confirming,47
1539,denying,47
1540,gangs,47
1541,uncle,46
1542,taunts,46
1543,fisherman,46
1544,identifies,46
1545,cuban,46
1546,amazoncom,46
1547,manhattan,46
1548,january,46
1549,matt,46
1550,toy,46
1551,isilkulskom,46
1552,gained,46
1553,superhero,46
1554,powers,46
1555,chiefs,46
1556,fast,46
1557,bails,46
1558,car,46
1559,allmale,46
1560,impress,46
1561,mtv,46
1562,remains,46
1563,speeding,46
1564,bullet,46
1565,kevlar,46
1566,occupational,46
1567,business,46
1568,license,46
1569,0,45
1570,women,45
1571,tonights,45
1572,advisoryislamist,45
1573,rebel,45
1574,announcement,45
1575,fed,45
1576,suicide,45
1577,airliner,45
1578,passing,45
1579,frontman,45
1580,arrests,45
1581,amounts,45
1582,blasts,45
1583,civilian,45
1584,residents,45
1585,zehaf,45
1586,bibeau,45
1587,room,45
1588,price,45
1589,fido,45
1590,eric,45
1591,newly,45
1592,arabia,45
1593,jordanian,45
1594,forthcoming,45
1595,disney,44
1596,castration,44
1597,filmed,44
1598,yeti,44
1599,martyred,44
1600,saddam,44
1601,husseins,44
1602,lunch,44
1603,patrol,44
1604,offer,44
1605,cancer,44
1606,selfproclaimed,44
1607,alongside,44
1608,circulates,44
1609,briton,44
1610,complain,44
1611,snyders,44
1612,lowlevel,44
1613,clint,44
1614,beginning,44
1615,injury,43
1616,exits,43
1617,severed,43
1618,parental,43
1619,reruns,43
1620,gunned,43
1621,bullets,43
1622,wears,43
1623,dulles,43
1624,settings,43
1625,darren,43
1626,aide,43
1627,garden,43
1628,mps,43
1629,credit,43
1630,saving,43
1631,law,43
1632,trader,43
1633,spun,43
1634,italy,43
1635,bushes,43
1636,mushroom,43
1637,someone,43
1638,blokes,43
1639,dared,43
1640,kept,43
1641,18karat,43
1642,nextgeneration,43
1643,probable,43
1644,cause,43
1645,las,43
1646,fabricated,42
1647,cruel,42
1648,orders,42
1649,housesized,42
1650,images,42
1651,finally,42
1652,cold,42
1653,clinically,42
1654,walsham,42
1655,crawl,42
1656,several,42
1657,image,42
1658,second,42
1659,person,42
1660,rushed,42
1661,online,42
1662,los,42
1663,angeles,42
1664,songs,42
1665,tipespecially,42
1666,terrorism,42
1667,complains,42
1668,times,42
1669,gcpd,42
1670,solved,42
1671,ann,42
1672,arbor,42
1673,radically,42
1674,pulling,42
1675,heavy,42
1676,coalition,42
1677,gaza,41
1678,felt,41
1679,guru,41
1680,duty,41
1681,cpwd,41
1682,manipulate,41
1683,12,41
1684,topics,41
1685,nathan,41
1686,cirillo,41
1687,gitmo,41
1688,hollywood,41
1689,locals,41
1690,ebolalike,41
1691,intense,41
1692,hacks,41
1693,dragging,41
1694,joy,41
1695,pretty,41
1696,spin,41
1697,launches,41
1698,response,41
1699,taylor,40
1700,lianne,40
1701,chandler,40
1702,dying,40
1703,rebels,40
1704,game,40
1705,reduce,40
1706,wtc,40
1707,surrounds,40
1708,walking,40
1709,disappear,40
1710,threat,40
1711,texasmexico,40
1712,attributed,40
1713,vii,40
1714,old,40
1715,heartwarming,40
1716,ballooning,40
1717,numerous,40
1718,walkabout,40
1719,pr,40
1720,weird,40
1721,totally,40
1722,obese,40
1723,possibly,40
1724,slapper,40
1725,holy,40
1726,theft,40
1727,nasts,40
1728,centre,40
1729,carpets,40
1730,rodent,40
1731,dupes,40
1732,full,40
1733,heres,40
1734,transferred,40
1735,15month,39
1736,vandals,39
1737,paint,39
1738,enough,39
1739,meeting,39
1740,ny,39
1741,wearing,39
1742,bendgate,39
1743,detains,39
1744,mode,39
1745,youll,39
1746,pet,39
1747,peace,39
1748,insane,39
1749,winter,39
1750,bogus,39
1751,tribunal,39
1752,catch,39
1753,delivered,39
1754,dismisses,39
1755,unfounded,39
1756,space,39
1757,object,39
1758,asteroid,39
1759,famous,39
1760,heart,39
1761,mark,39
1762,vacationers,39
1763,sneezing,39
1764,warplanes,39
1765,trick,39
1766,list,39
1767,rightwing,39
1768,fiction,39
1769,cloistered,39
1770,judicial,38
1771,farrell,38
1772,castrates,38
1773,fun,38
1774,aided,38
1775,burrow,38
